3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06
3250000e-06,3437500e-06,3273437e-06,3242187e-06,3296875e-06,3703125e-06,3476562e-06,3453125e-06
2953125e-06,3250000e-06,2992187e-06,2937500e-06,3023437e-06,3679687e-06,3312500e-06,3273437e-06
2398437e-06,2882812e-06,2359375e-06,2398437e-06,2593750e-06,3359375e-06,2773437e-06,2781250e-06
1875000e-06,2632812e-06,1800781e-06,1859375e-06,2187500e-06,2804687e-06,2421875e-06,2429687e-06
1367187e-06,2242187e-06,1109375e-06,1453125e-06,1906250e-06,2085937e-06,2132812e-06,2023437e-06
1054687e-06,2007812e-06,6875000e-07,1195312e-06,1726562e-06,1656250e-06,1953125e-06,1781250e-06
5625000e-07,1792968e-06,2890625e-07,7656250e-07,1335937e-06,1359375e-06,1757812e-06,1289062e-06
1328125e-07,1515625e-06,-312500e-07,3515625e-07,9687500e-07,8671875e-07,1273437e-06,6796875e-07
-132812e-06,1351562e-06,3750000e-06,8593750e-08,7500000e-07,5781250e-07,9765625e-07,3203125e-07
3750000e-06,1554687e-06,3750000e-06,4296875e-07,1054687e-06,4296875e-07,1062500e-06,3828125e-07
3750000e-06,1687500e-06,3750000e-06,6484375e-07,1250000e-06,3515625e-07,1125000e-06,4218750e-07
3750000e-06,2007812e-06,3750000e-06,1132812e-06,1632812e-06,6015625e-07,1593750e-06,8281250e-07
3750000e-06,2234375e-06,3750000e-06,1632812e-06,2000000e-06,1117187e-06,1898437e-06,1132812e-06
3750000e-06,2609375e-06,3750000e-06,2031250e-06,2281250e-06,1804687e-06,2171875e-06,1507812e-06
3750000e-06,2835937e-06,3750000e-06,2265625e-06,2445312e-06,2226562e-06,2335937e-06,1734375e-06
3750000e-06,3054687e-06,3750000e-06,2687500e-06,2828125e-06,2515625e-06,2523437e-06,2210937e-06
3750000e-06,3320312e-06,3750000e-06,3101562e-06,3187500e-06,3000000e-06,2992187e-06,2812500e-06
3750000e-06,3500000e-06,3750000e-06,3367187e-06,3421875e-06,3289062e-06,3296875e-06,3187500e-06
3750000e-06,3593750e-06,3750000e-06,3515625e-06,3546875e-06,3468750e-06,3476562e-06,3406250e-06
3750000e-06,3664062e-06,3750000e-06,3617187e-06,3632812e-06,3585937e-06,3593750e-06,3554687e-06
3750000e-06,3695312e-06,3750000e-06,3671875e-06,3679687e-06,3664062e-06,3656250e-06,3632812e-06
3750000e-06,3718750e-06,3750000e-06,3703125e-06,3710937e-06,3703125e-06,3695312e-06,3679687e-06
3750000e-06,3734375e-06,3750000e-06,3718750e-06,3726562e-06,3718750e-06,3710937e-06,3703125e-06
3750000e-06,3742187e-06,3750000e-06,3742187e-06,3742187e-06,3734375e-06,3726562e-06,3734375e-06
3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06
3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06
3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06
3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06
3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06
3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06
3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06,3750000e-06
