00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000
4931641e-07,3115234e-07,4716797e-07,5058594e-07,4482422e-07,4101562e-08,2714844e-07,2919922e-07
2998047e-07,1884766e-07,2861328e-07,3066406e-07,2724609e-07,2490234e-08,1640625e-07,1777344e-07
5546875e-07,3671875e-07,6328125e-07,5390625e-07,4355469e-07,3173828e-07,5371094e-07,4951172e-07
5273438e-07,2460938e-07,5585938e-07,5390625e-07,4023438e-07,5605469e-07,3515625e-07,3554688e-07
5078125e-07,3906250e-07,6914062e-07,4062500e-07,2851562e-07,7148438e-07,2929688e-07,4023438e-07
3125000e-07,2382812e-07,4218750e-07,2578125e-07,1796875e-07,4335938e-07,1796875e-07,2460938e-07
4921875e-07,2148438e-07,3984375e-07,4296875e-07,3906250e-07,2968750e-07,1953125e-07,4921875e-07
4296875e-07,2773438e-07,3203125e-07,4140625e-07,3671875e-07,4921875e-07,4843750e-07,6093750e-07
2656250e-07,1640625e-07,-378125e-05,2656250e-07,2187500e-07,2890625e-07,2968750e-07,3593750e-07
-388281e-05,-203125e-06,00000000000,-343750e-06,-304687e-06,1484375e-07,-859375e-07,-625000e-07
00000000000,-132812e-06,00000000000,-218750e-06,-195312e-06,7812500e-08,-625000e-07,-390625e-07
00000000000,-324218e-06,00000000000,-484375e-06,-382812e-06,-250000e-06,-468750e-06,-406250e-06
00000000000,-222656e-06,00000000000,-500000e-06,-371093e-06,-515625e-06,-304687e-06,-304687e-06
00000000000,-375000e-06,00000000000,-398437e-06,-277343e-06,-687500e-06,-273437e-06,-375000e-06
00000000000,-232421e-06,00000000000,-238281e-06,-164062e-06,-421875e-06,-164062e-06,-226562e-06
00000000000,-212890e-06,00000000000,-421875e-06,-384765e-06,-289062e-06,-187500e-06,-480468e-06
00000000000,-271484e-06,00000000000,-416015e-06,-359375e-06,-484375e-06,-474609e-06,-599609e-06
00000000000,-175293e-06,00000000000,-266601e-06,-234375e-06,-295898e-06,-304687e-06,-376953e-06
00000000000,-981445e-07,00000000000,-147460e-06,-127929e-06,-177734e-06,-175781e-06,-219726e-06
00000000000,-659179e-07,00000000000,-996093e-07,-854492e-07,-117187e-06,-119140e-06,-143554e-06
00000000000,-338134e-07,00000000000,-566406e-07,-483398e-07,-732421e-07,-605468e-07,-786132e-07
00000000000,-267944e-07,00000000000,-310058e-07,-266113e-07,-444335e-07,-384521e-07,-510253e-07
00000000000,-939941e-08,00000000000,-162353e-07,-148315e-07,-162963e-07,-209960e-07,-258789e-07
00000000000,-776672e-08,00000000000,-177002e-07,-171508e-07,-108337e-07,-150756e-07,-253906e-07
00000000000,-669860e-08,00000000000,-730896e-08,-582885e-08,-143737e-07,-172729e-07,-144042e-07
00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000
00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000
00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000
00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000
00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000
00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000,00000000000
